category	confidence	name_sim	first_match	coauth_jaccard	ref_jaccard	shared_papers	papers_a	papers_b	total_papers	in_500	name_a	name_b	decision
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	0	Thouis R. Jones	Thomas B. Jones	
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	0	Zi-jian Huang	Zhimin Huang	
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	1	Gang Wen	Guanghui Wen	
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	1	Erik K. Alexander	E L Alexander	
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	1	Lili Wan	Lei Wan	
REVIEW	0.490	0.800	0.7	0.000	0.000	0	1	1	2	0	Yuan Cao	Yue Cao	
REVIEW	0.489	0.783	0.7	0.000	0.023	0	1	1	2	0	Xiong Yang	Xiaoquan Yang	
REVIEW	0.489	0.762	0.7	0.000	0.056	0	1	1	2	0	Yuhan Wang	Yaonan Wang	
REVIEW	0.488	0.778	0.7	0.000	0.024	0	1	1	2	0	Xu Ding	Xiaoyu Ding	
DIFFERENT_PEOPLE	0.488	0.750	0.0	0.600	1.000	1	1	1	2	0	Fengting Huang	Jing Huang	
REVIEW	0.487	0.750	0.7	0.000	0.065	0	2	1	3	2	Yi Wang	Yuan Wang	
REVIEW	0.487	0.727	0.7	0.000	0.100	0	1	1	2	1	Sung‐Yon Kim	Sujeong Kim	
REVIEW	0.487	0.593	0.7	0.143	0.086	0	1	1	2	0	Jeremy Fisher	John D. Fisher	
REVIEW	0.487	0.667	0.7	0.000	0.200	0	1	1	2	0	Yongfu Wang	Yuhan Wang	
REVIEW	0.486	0.786	0.7	0.000	0.000	0	1	1	2	1	Earl K. Miller	Eric L. Miller	
REVIEW	0.486	0.786	0.7	0.000	0.000	0	1	1	2	1	Xian-Guang Wang	Xianning Wang	
REVIEW	0.486	0.700	0.7	0.000	0.139	0	1	1	2	0	Joha Park	Juhyuk Park	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	He-liang Yin	HaiFang Yin	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Chun‐Ying Liu	Chuntai Liu	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Xianning Wang	Xindi Wang	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Long Wang	Lihong V. Wang	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Zhongwei Chen	Zhang Chen	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	2	1	3	1	Peng Zhou	Pengcheng Zhou	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	1	Yifeng Zhang	Yuxin Zhang	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	1	Qinghua Zhang	Qiyu Zhang	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Zhimin Huang	Ziwei Huang	
REVIEW	0.486	0.783	0.7	0.000	0.000	0	1	1	2	0	Wen-Qing Huang	Wei Huang	
REVIEW	0.485	0.778	0.7	0.000	0.007	0	3	1	4	0	Jinhui Wang	Ji Wang	
REVIEW	0.485	0.750	0.7	0.000	0.048	0	1	1	2	1	Michael Newman	MEJ Newman	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	2	3	1	Yangyang Yu	Yang Yu	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	3	1	4	1	Jingpeng Wu	Jing Wu	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	1	Yanxia Li	Yaning Li	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Jinzhi Li	Jianyi Li	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Weiquan Li	Weifu Li	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	2	1	3	0	Yong Liu	Yuhang Liu	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	2	1	3	0	Yong Liu	Yuting Liu	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Juan Liu	Jiamin Liu	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	1	Zhou Wang	Ziyu Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	2	3	1	Lei Wang	Liang Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	3	1	4	0	Haoyu Wang	Han Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yu-Li Wang	Yue Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yue Wang	Yuhan Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yue Wang	Yajie Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Junmei Wang	Ji Wang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	2	Yi Chen	Yaning Chen	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yali Chen	Ying Chen	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yuan Zhou	Ying Zhou	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	1	Y. Zhang	Yida Zhang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Ye Zhang	Yida Zhang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Hao Zhang	Hui Zhang	
REVIEW	0.484	0.778	0.7	0.000	0.000	0	1	1	2	0	Yu Zhang	Yida Zhang	
REVIEW	0.484	0.774	0.7	0.000	0.000	0	1	1	2	2	Chang-Huain Hsieh	Ching‐Lin Hsieh	
REVIEW	0.484	0.774	0.7	0.000	0.000	0	1	1	2	0	Divya Sthanu Kumar	Darshan Kumar	
REVIEW	0.483	0.583	0.7	0.167	0.033	0	1	1	2	1	Jeong Yoon Park	Joha Park	
REVIEW	0.482	0.769	0.7	0.000	0.000	0	1	2	3	1	Meng Xu	Min Xu	
REVIEW	0.482	0.769	0.7	0.000	0.000	0	1	1	2	0	Xiaogang Wang	Xianning Wang	
REVIEW	0.482	0.769	0.7	0.000	0.000	0	1	3	4	0	Zhiliang Chen	Zhang J. Chen	
REVIEW	0.482	0.769	0.7	0.000	0.000	0	1	1	2	0	Gaoqiang Chen	Guanrong Chen	
REVIEW	0.481	0.727	0.7	0.000	0.060	0	3	1	4	0	Zhang J. Chen	Zhao Chen	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	1	Xingyu Liu	Xinxing Liu	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Yuhang Liu	Yuanyue Liu	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Yingtao Liu	Yuting Liu	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	1	Tso‐Ming Lee	Tzumin Lee	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Kevin Smith	Kirk Smith	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	2	3	0	Weina Wang	Wen-Xu Wang	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	2	3	0	Linlin Wang	Liang Wang	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Yingjie Yang	Yang Yang	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Yuxin Zhang	Yida Zhang	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Yida Zhang	Yueyi Zhang	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	1	Mark Newman	MEJ Newman	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Jianxi Gao	Jianjun Gao	
REVIEW	0.480	0.762	0.7	0.000	0.000	0	1	1	2	0	Sarim Khan	Salman Khan	
REVIEW	0.479	0.727	0.7	0.000	0.050	0	1	1	2	0	Qiang Wang	Quanxin Wang	
REVIEW	0.478	0.640	0.7	0.000	0.189	0	2	1	3	0	Chin‐Lin Chen	Chenghao Chen	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	2	1	3	0	Min Xu	Minghua Xu	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Jin-Yong Park	Juhong Park	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Yanxia Li	Yuan Li	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Hailian Li	Hai Li	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Jie Li	Jinteng Li	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Yaning Li	Yuan Li	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Weifu Li	Wenqi Li	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	B. Miller	Bruce L. Miller	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	2	1	3	0	Jing Liu	Juan Liu	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Y Wang	Yu-Li Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Y Wang	Yuhan Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Y Wang	Yajie Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Zichen Wang	Zhenshan Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	2	1	3	0	Liang Wang	Lihong V. Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Long Wang	Lu Wang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Heng Chen	Hu Chen	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Lihua Zhang	Lingyun Zhang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	1	Da Wei Huang	Daniel Huang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	1	1	2	0	Zi-jian Huang	Ziwei Huang	
REVIEW	0.478	0.750	0.7	0.000	0.000	0	3	1	4	0	J. Simpson	Joanna Simpson	
REVIEW	0.477	0.667	0.7	0.000	0.133	0	1	1	2	0	Yaonan Wang	Yimin Wang	
REVIEW	0.476	0.700	0.7	0.000	0.071	0	1	1	2	0	Zhi Zhou	Zongwei Zhou	
REVIEW	0.476	0.727	0.7	0.000	0.025	0	2	1	3	0	Chin‐Lin Chen	Chang Chen	
REVIEW	0.475	0.667	0.7	0.000	0.125	0	1	1	2	0	Yingying Guo	Yan-Rong Guo	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	5	1	6	1	Douglas G. Altman	D G Altman	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	2	1	3	1	Paul D. Adams	Peter D. Adams	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	1	1	2	1	Yifeng Zhang	Yongsheng Zhang	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	1	1	2	1	Sacha B. Nelson	S. M. Nelson	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	1	1	2	0	Janel Johnson	Justin Johnson	
REVIEW	0.475	0.741	0.7	0.000	0.000	0	1	1	2	1	Bradley T. Hyman	B. T. Hyman	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	J. H. Park	Joha Park	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Yanxia Li	Yuanhua Li	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Jincun Li	Jinteng Li	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Hailian Li	Haiwen Li	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Jiatong Li	Jianyi Li	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	2	1	3	0	Ziwei Liu	Zhikai Liu	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	2	1	3	0	Yong Liu	Yingtao Liu	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Lei Wang	Linlin Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yu-Li Wang	Yuan Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yue Wang	Yongfu Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	2	3	0	Wei Wang	Wen-Xu Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yuan Wang	Yajie Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yuan Wang	Yimin Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Haixia Wang	Han Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Jinlong Wang	Ji Wang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Kenian Chen	Kun Chen	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yali Chen	Yijun Chen	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Yiyin Zhou	Yuan Zhou	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Xu Zhang	Xinan Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Y. Zhang	Yuxin Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Y. Zhang	Yueyi Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Ye Zhang	Yuxin Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Hong Zhang	Hui Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Hong Zhang	Hua Zhang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	2	1	3	2	Bo Huang	Bevin Huang	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	1	Hyunsoo Kim	Hoon Kim	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Hui‐Seon Kim	Hoon Kim	
REVIEW	0.474	0.737	0.7	0.000	0.000	0	1	1	2	0	Yingchuan Qi	Yuan Qi	
REVIEW	0.474	0.706	0.7	0.000	0.050	0	1	1	2	0	Yu Wang	Yimin Wang	
DIFFERENT_PEOPLE	0.474	0.696	0.0	0.600	1.000	1	1	1	2	0	Weina Wang	Zhenshan Wang	
REVIEW	0.473	0.583	0.7	0.000	0.250	0	1	1	2	0	Ziming Wang	Zhenshan Wang	
REVIEW	0.473	0.733	0.7	0.000	0.000	0	1	2	3	2	Sacha B. Nelson	Scott M. Nelson	
REVIEW	0.473	0.706	0.7	0.000	0.042	0	3	1	4	0	Yan Lu	Yangning Lu	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Juhyuk Park	Juhong Park	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Bo Li	Bei Li	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	6	3	9	5	Kimberly D. Miller	Karla L. Miller	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	4	1	5	2	Yongxin Zhao	Yifan Zhao	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	3	1	4	0	Haoyu Wang	Haidong Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	3	1	4	0	Jinhui Wang	Junmei Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Zichen Wang	Ziming Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Yongfu Wang	Yaonan Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Shan Wang	Shuohong Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Lin Wang	Lihong V. Wang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Suoqin Jin	Seok Min Jin	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Brian E. Chen	Bing Chen	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Zhiliang Chen	Zhao Chen	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Yunshun Chen	Yijun Chen	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Zhongwei Chen	Zhao Chen	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Lei Zhang	Lingyun Zhang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Yifeng Zhang	Yida Zhang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Yuanyuan Zhang	Yu Zhang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Xiaoqian Zhang	Xi Zhang	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	2	1	3	1	Sen Song	Sheng‐Kwei Song	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	1	Hyeon-Jin Kim	Haein Kim	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Jeong‐Lim Kim	Jaegil Kim	
REVIEW	0.472	0.727	0.7	0.000	0.000	0	1	1	2	0	Sabina Alam	Shadab Alam	
REVIEW	0.471	0.722	0.7	0.000	0.000	0	1	1	2	0	Bernard R. Brooks	Benjamin Rix Brooks	
REVIEW	0.470	0.720	0.7	0.000	0.000	0	1	1	2	0	Jiaojian Wang	Jinlong Wang	
REVIEW	0.470	0.720	0.7	0.000	0.000	0	1	1	2	0	Yuanyuan Zhang	Yuxin Zhang	
REVIEW	0.470	0.720	0.7	0.000	0.000	0	1	1	2	0	Yuanyuan Zhang	Yueyi Zhang	
REVIEW	0.470	0.720	0.7	0.000	0.000	0	1	1	2	2	Michael Newman	Mark Newman	
REVIEW	0.470	0.720	0.7	0.000	0.000	0	1	1	2	1	Jia Huang	Jessica S. Huang	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	4	1	5	2	Youngser Park	Young-Gyun Park	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	1	Bo Li	Baowen Li	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	2	1	3	1	Hanyu Li	Hai Li	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	2	1	3	1	Hanyu Li	Hao Li	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	2	1	3	0	Linlin Li	Li Li	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	3	4	1	Xian-Guang Wang	Xiao‐Jing Wang	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	0	Shengxiong Wang	Shuohong Wang	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	1	Joseph I. Goldstein	Jacqueline I. Goldstein	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	3	1	4	2	Kwanghun Chung	Ka Young Chung	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	2	Mike Clarke	Michael F. Clarke	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	0	Kenji Watanabe	Kyoko Watanabe	
REVIEW	0.469	0.714	0.7	0.000	0.000	0	1	1	2	0	Jun Lü	Jinhu Lü	
REVIEW	0.468	0.692	0.7	0.000	0.033	0	1	2	3	0	Ruben Smith	Robert E. Smith	
REVIEW	0.468	0.700	0.7	0.000	0.019	0	1	1	2	0	Jiaojian Wang	Ji Wang	
REVIEW	0.467	0.710	0.7	0.000	0.000	0	1	1	2	0	Matthew D. Keller	Mark S. Keller	
REVIEW	0.467	0.667	0.7	0.000	0.071	0	8	1	9	0	Yong He	Ye He	
REVIEW	0.467	0.696	0.7	0.000	0.019	0	3	1	4	0	Xiao‐Jing Wang	Xindi Wang	
REVIEW	0.467	0.667	0.7	0.000	0.067	0	1	1	2	0	Yongfu Wang	Yimin Wang	
DIFFERENT_PEOPLE	0.467	0.667	0.0	0.600	1.000	1	1	1	2	1	Jianzhong Cui	Ying Cui	
REVIEW	0.466	0.696	0.7	0.000	0.017	0	1	1	2	0	P. D. Brooks	Paul Brooks	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	Meng Xu	Minghua Xu	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	2	Ran Li	Ruiqiang Li	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	2	1	3	1	Hanyu Li	Haiwen Li	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	Yanxia Li	Yuxin Li	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	0	Yaning Li	Yuxin Li	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	0	Lei Liu	Lijuan Liu	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	0	Jiamin Liu	Jun Liu	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	T M Lee	Tzumin Lee	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	Y Wang	Yongfu Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	Y Wang	Yaonan Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	2	1	3	2	Yi Wang	Yuhan Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	1	Lei Wang	Long Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	0	Yu Wang	Yajie Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	1	1	2	0	Wei Wang	W.H. Wang	
REVIEW	0.466	0.706	0.7	0.000	0.000	0	2	1	3	0	Liang Wang	Lu Wang	
