category	confidence	name_sim	first_match	coauth_jaccard	ref_jaccard	shared_papers	papers_a	papers_b	total_papers	in_500	name_a	name_b	decision
REVIEW	0.369	0.875	0.0	0.000	0.000	0	1	2	3	1	Xing Liu	Ting Liu	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	1	2	3	1	Xing Liu	Jing Liu	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	2	1	3	0	Yong Liu	Cong Liu	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	3	1	4	3	Fei Wang	Lei Wang	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	3	1	4	2	Fei Wang	Wei Wang	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	1	1	2	1	Lei Wang	Wei Wang	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	1	1	2	0	Yu Wang	Ziyu Wang	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	3	1	4	1	Mei Shao	Pei Shao	
REVIEW	0.369	0.875	0.0	0.000	0.000	0	1	1	2	1	Xu Zhang	Yu Zhang	
REVIEW	0.369	0.850	0.0	0.000	0.041	0	3	1	4	2	Christopher L. Barnes	Kristopher M Barnes	
REVIEW	0.368	0.846	0.0	0.000	0.044	0	3	1	4	0	Xiao‐Jing Wang	Jiaojian Wang	
REVIEW	0.368	0.778	0.0	0.000	0.154	0	2	1	3	0	Chi Zhang	Hao Zhang	
REVIEW	0.367	0.870	0.0	0.000	0.000	0	2	1	3	0	Chin‐Lin Chen	Linlin Chen	
DIFFERENT_PEOPLE	0.367	0.480	0.7	0.333	0.159	1	2	1	3	1	Peter T. Fox	P. Mickle Fox	
REVIEW	0.367	0.833	0.0	0.000	0.058	0	5	3	8	2	Ran Lu	Yan Lu	
REVIEW	0.367	0.667	0.0	0.083	0.194	0	3	1	4	1	Bryan W. Jones	Cory Jones	
REVIEW	0.367	0.867	0.0	0.000	0.000	0	1	1	2	0	Noel W. Davies	Daniel W. Davies	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Xiaoran Yang	Guan Yang	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Dong Yang	Guan Yang	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Fenglei Chen	Yali Chen	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Fenglei Chen	Wen‐Ying Chen	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Yali Chen	Wen‐Ying Chen	
REVIEW	0.367	0.667	0.0	0.000	0.333	0	1	1	2	0	Chengjun Huang	Jing Huang	
REVIEW	0.366	0.778	0.0	0.000	0.143	0	1	2	3	1	Xingyu Liu	Jing Liu	
REVIEW	0.365	0.762	0.0	0.000	0.167	0	1	1	2	0	Yijun Chen	Weixun Chen	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Ming Wu	Jing Wu	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	9	1	10	7	Feng Li	Peng Li	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	2	1	3	2	Yi Wang	Ji Wang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Yu Wang	Lu Wang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Ziming Wang	Yimin Wang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Long Wang	Jinlong Wang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	2	3	1	Yi Chen	Xi Chen	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Wen‐Ying Chen	Ying Chen	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	1	Zhibin Zhang	Bin Zhang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	1	Da Wei Huang	Wei Huang	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	2	1	3	0	R. Hill	J. Hill	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	2	3	0	He Tian	Ye Tian	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Jinjun Shi	Mingjun Shi	
REVIEW	0.364	0.857	0.0	0.000	0.000	0	1	1	2	0	Liwei Peng	Zhiwei Peng	
REVIEW	0.361	0.696	0.0	0.000	0.250	0	1	1	2	0	Jiaquan Lin	Yuanyuan Lin	
REVIEW	0.361	0.818	0.0	0.000	0.045	0	3	3	6	0	Daniel Kerschensteiner	Martin Kerschensteiner	
REVIEW	0.361	0.818	0.0	0.000	0.042	0	9	1	10	4	Vinod Menon	David Menon	
REVIEW	0.361	0.692	0.0	0.000	0.250	0	1	1	2	0	Ben Jackson	Cody B. Jackson	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Haiyan Xu	Zhiyuan Xu	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	3	4	1	Zhou Wang	Haoyu Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	5	1	6	2	Kaiyu Wang	Ziyu Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	3	4	1	Chao Wang	Haoyu Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Yuhan Wang	Shan Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Qiang Wang	Bing Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	2	1	3	0	Liang Wang	Bing Wang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Xiong Yang	Qing Yang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Xiong Yang	Dong Yang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Heng Chen	Chang Chen	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Zhang Chen	Gang Chen	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Chang Chen	Gang Chen	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	1	Lei Zhang	Neil Zhang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	0	Yuxin Zhang	Xi Zhang	
REVIEW	0.361	0.842	0.0	0.000	0.000	0	1	1	2	1	Jia Huang	Xiao Huang	
REVIEW	0.360	0.839	0.0	0.000	0.000	0	1	1	2	0	Gonçalo Rodrigues	João Rodrigues	
REVIEW	0.359	0.636	0.0	0.000	0.333	0	1	1	2	0	Xiaoguang Zhao	Yan Zhao	
REVIEW	0.359	0.636	0.0	0.000	0.333	0	1	1	2	0	Ziming Wang	Haixia Wang	
REVIEW	0.359	0.824	0.0	0.000	0.021	0	12	1	13	8	C. Shan Xu	Shan Xu	
DIFFERENT_PEOPLE	0.359	0.762	0.0	0.333	0.568	1	3	1	4	0	Jinhui Wang	Xindi Wang	
REVIEW	0.358	0.833	0.0	0.000	0.000	0	1	1	2	2	Lihua Zhang	Qinghua Zhang	
REVIEW	0.358	0.833	0.0	0.000	0.000	0	1	1	2	0	Jinglan Zhang	Xinan Zhang	
REVIEW	0.358	0.833	0.0	0.000	0.000	0	2	1	3	0	Qing Huang	Wen-Qing Huang	
REVIEW	0.358	0.824	0.0	0.000	0.015	0	5	1	6	2	Kaiyu Wang	Yu Wang	
REVIEW	0.358	0.632	0.0	0.000	0.333	0	1	1	2	0	Kun Chen	Haiyan Chen	
REVIEW	0.357	0.828	0.0	0.000	0.000	0	1	3	4	2	Earl K. Miller	Karla L. Miller	
REVIEW	0.357	0.828	0.0	0.000	0.000	0	1	1	2	0	Bruce L. Miller	Eric L. Miller	
REVIEW	0.357	0.828	0.0	0.000	0.000	0	1	1	2	1	Carl D. Hacker	Sally D. Hacker	
REVIEW	0.357	0.828	0.0	0.000	0.000	0	1	1	2	0	Mark Richardson	Amy Richardson	
REVIEW	0.357	0.526	0.0	0.000	0.500	0	1	1	2	0	Jielin Xu	Zhiyuan Xu	
REVIEW	0.357	0.800	0.0	0.000	0.043	0	1	1	2	0	Kai Kang	Di Kang	
REVIEW	0.356	0.733	0.0	0.000	0.154	0	2	1	3	1	Emma C. Robinson	P. A. Robinson	
REVIEW	0.356	0.625	0.0	0.000	0.333	0	1	1	2	0	Cong Liu	Juan Liu	
REVIEW	0.356	0.769	0.0	0.000	0.091	0	1	1	2	0	Jia Guo	Li Guo	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yaning Li	Aming Li	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Min Liu	Jiamin Liu	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Lijuan Liu	Jun Liu	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	3	1	4	1	Ting Zhao	Bin Zhao	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Hang Zhao	Yan Zhao	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Chao Wang	Han Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	3	1	4	0	Haoyu Wang	Yu Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Ziyu Wang	Yue Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yuan Wang	Han Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yajie Wang	Ji Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Lin Wang	Bing Wang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yang Yang	Fan Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Qing Yang	Bin Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Bin Yang	Qian Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Fan Yang	Guan Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Fan Yang	Qian Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Fan Yang	Gang Yang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	2	3	0	Ruixi Chen	Xi Chen	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Huan Zhou	Jun Zhou	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Jun Zhou	Yuan Zhou	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Lei Zhang	Ye Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Lei Zhang	Xi Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Xu Zhang	Hui Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Xu Zhang	Rui Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	1	Xu Zhang	Hua Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	2	1	3	0	Chi Zhang	Xi Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Bin Zhang	Xi Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Lin Zhang	Xi Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Hui Zhang	Yu Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Hui Zhang	Xi Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yu Zhang	Rui Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Yu Zhang	Hua Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Xi Zhang	Kai Zhang	
REVIEW	0.356	0.824	0.0	0.000	0.000	0	1	1	2	0	Xi Zhang	Rui Zhang	
REVIEW	0.355	0.769	0.0	0.000	0.083	0	1	1	2	1	Y Wang	Lu Wang	
REVIEW	0.355	0.783	0.0	0.000	0.060	0	3	2	5	0	Xiao‐Jing Wang	Liang Wang	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	3	1	4	1	Jingpeng Wu	Dingfeng Wu	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	1	2	0	Chenghao Chen	Heng Chen	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	1	2	1	Qinghua Zhang	Hua Zhang	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	1	2	0	Hao Zhang	Shaojun Zhang	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	1	2	0	Yuxin Zhang	Xinan Zhang	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	1	2	1	M. P. Young	I. R. Young	
REVIEW	0.355	0.818	0.0	0.000	0.000	0	1	2	3	0	Chun Peng	Hanchuan Peng	
REVIEW	0.354	0.667	0.0	0.000	0.250	0	1	1	2	0	Ziming Wang	Weina Wang	
REVIEW	0.354	0.667	0.0	0.000	0.250	0	1	1	2	0	Haixia Wang	Weina Wang	
REVIEW	0.354	0.696	0.0	0.000	0.200	0	1	1	2	0	Daoyong Li	Taoyingnan Li	
REVIEW	0.354	0.815	0.0	0.000	0.000	0	1	1	2	2	Neil J. Friedman	J. Friedman	
REVIEW	0.354	0.815	0.0	0.000	0.000	0	1	1	2	0	Chengjun Huang	Sheng‐Fu Huang	
REVIEW	0.353	0.812	0.0	0.000	0.000	0	2	1	3	1	Emma C. Robinson	Mark D. Robinson	
REVIEW	0.353	0.800	0.0	0.000	0.020	0	5	3	8	2	Kaiyu Wang	Haoyu Wang	
REVIEW	0.353	0.800	0.0	0.000	0.020	0	1	1	2	0	Lin Wang	Ji Wang	
REVIEW	0.353	0.737	0.0	0.000	0.125	0	1	1	2	0	Bin Zhang	Yida Zhang	
DIFFERENT_PEOPLE	0.353	0.516	0.0	0.444	0.750	2	3	2	5	2	Kalkidan Hassen Abate	Degu Abate	
REVIEW	0.352	0.609	0.0	0.000	0.333	0	1	1	2	0	Yunshun Chen	Kenian Chen	
REVIEW	0.352	0.778	0.0	0.000	0.049	0	1	1	2	0	Xiong Yang	Bin Yang	
REVIEW	0.352	0.762	0.0	0.000	0.075	0	1	1	2	0	Yuxin Zhang	Qiyu Zhang	
REVIEW	0.351	0.737	0.0	0.000	0.114	0	1	1	2	0	Jing Cao	Qingjiu Cao	
REVIEW	0.351	0.632	0.0	0.000	0.286	0	1	1	2	0	Yujie Shi	Xiaoyu Shi	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	1	Ju Lu	Lu Lu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	6	3	9	6	Szi-chieh Yu	Chih-Chieh Yu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Guifang Yu	Jinfang Yu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	3	1	4	0	Qi Li	Li Li	
REVIEW	0.350	0.600	0.0	0.000	0.333	0	1	1	2	0	Huijuan Li	Yuanhua Li	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Webb Miller	B. Miller	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Anna Fischer	Sarah Fischer	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Rakesh K. Jain	Prashant K. Jain	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	6	1	7	2	Yang‐Yu Liu	Xingyu Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Xing Liu	Min Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	0	Ting Liu	Min Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	0	Jing Liu	Min Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Fan Liu	Juan Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Zhuang Liu	Yuhang Liu	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	3	1	4	1	Ting Zhao	Jingbo Zhao	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	3	2	5	4	Fei Wang	Yi Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	3	1	4	2	Fei Wang	Ji Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Y Wang	Ziyu Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	2	Xian-Guang Wang	Nianshuang Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	3	Yi Wang	Lei Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	2	Yi Wang	Wei Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	2	Yi Wang	Lin Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Lei Wang	Ji Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Sifan Wang	Qiang Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	2	3	0	Sifan Wang	Liang Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yue Wang	Lu Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Wei Wang	Ji Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yongfu Wang	Long Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yuan Wang	Ruofan Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Ziming Wang	Bing Wang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yang Yang	Daseng Yang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Daseng Yang	Gang Yang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Wei Yang	Li Yang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Li Yang	Bin Yang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	7	1	8	4	Fei Chen	Yi Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	7	2	9	3	Fei Chen	Xi Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Yaning Chen	Bing Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Yaning Chen	Gang Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	2	3	0	Zhiliang Chen	Chin‐Lin Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Alicia Chen	Yali Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Alicia Chen	Lili Chen	
REVIEW	0.350	0.600	0.0	0.000	0.333	0	1	1	2	0	Fenglei Chen	Kun Chen	
REVIEW	0.350	0.600	0.0	0.000	0.333	0	1	1	2	0	Kun Chen	Wen‐Ying Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Kun Chen	Hu Chen	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Anchi Cheng	Ran Cheng	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yifan Cheng	Ran Cheng	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Jie Kang	Di Kang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Lei Zhang	Yueyi Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Lihua Zhang	Hao Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Lihua Zhang	Hui Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Bin Zhang	Yuxin Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Bin Zhang	Xinan Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Feng Zhang	Hong Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Lin Zhang	Yuxin Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Lin Zhang	Xinan Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yuxin Zhang	Hui Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yuxin Zhang	Rui Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Hui Zhang	Yueyi Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Rui Zhang	Yueyi Zhang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Bin Lin	Jian Lin	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	2	1	3	1	Erik C. Johnson	Mark G. Johnson	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Bevin Huang	Wei Huang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Saige Rutherford	A V Rutherford	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	1	Simon B. Laughlin	Justin G. Laughlin	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	2	3	1	Rafael Lozano	Angel Lozano	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Yuan Cao	Jun Cao	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Shiang Fang	Jing Fang	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Ryan Kennedy	Henry Kennedy	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Izumi Nishio	Mizuho Nishio	
REVIEW	0.350	0.800	0.0	0.000	0.000	0	1	1	2	0	Rune Christensen	Søren T. Christensen	
